Section,C1,L=1.0,L=1.5,L=2.0,L=2.5,L=3.0,L=3.5,L=4.0,L=5.0,L=6.0,L=7.0,L=8.0,L=9.0,L=10.0,L=11.0,L=12.0,L=13.0,L=14.0,Iy_cm4
305 x 102 x 33,2.5,132,132,132,132,129,120,111,94.3,80.2,68.5,59,51.3,47,43.4,40.4,37.7,35.4,6500
305 x 102 x 28,1,106,92.2,78.2,65.5,55.2,47.2,40.9,32.2,26.6,22.1,18.9,16.5,14.7,13.2,12,11,10.2,5370
305 x 102 x 28,1.13,111,97.8,84.3,71.7,60.8,52,44.9,35.5,29.4,25,21.3,18.7,16.6,14.9,13.6,12.5,11.5,5370
305 x 102 x 28,1.35,111,105,93.3,81.1,69.8,60.2,52.2,40.7,34,29.2,25.5,22.3,19.8,17.8,16.2,14.9,13.8,5370
305 x 102 x 28,1.5,111,110,98.5,86.8,75.6,65.7,57.2,44.3,36.9,31.8,27.9,24.8,22,19.8,18,16.6,15.3,5370
305 x 102 x 28,1.77,111,111,106,95.7,85,75,66.1,51.8,41.8,36.2,32,28.7,26,23.4,21.3,19.5,18.1,5370
305 x 102 x 28,2,111,111,111,102,92,82.2,73.2,58.2,46.9,39.8,35.3,31.7,28.8,26.4,24,22.1,20.4,5370
305 x 102 x 28,2.5,111,111,111,111,104,95.6,86.9,71.4,58.9,49,41.8,37.8,34.4,31.7,29.3,27.3,25.5,5370
305 x 102 x 25,1,89.3,76.4,63.6,52.4,43.4,36.6,31.5,24.4,19.6,16.1,13.7,12,10.6,9.53,8.67,7.94,7.34,4460
305 x 102 x 25,1.13,92.9,81.2,68.9,57.5,47.9,40.3,34.6,27,22.1,18.2,15.5,13.5,12,10.8,9.79,8.98,8.29,4460
305 x 102 x 25,1.35,94,87.9,76.7,65.4,55.3,46.8,39.9,31.1,25.6,21.8,18.5,16.1,14.3,12.9,11.7,10.7,9.9,4460
305 x 102 x 25,1.5,94,91.6,81.2,70.3,60.1,51.2,43.9,33.7,27.9,23.8,20.6,17.9,15.9,14.3,13,11.9,11,4460
305 x 102 x 25,1.77,94,94,88.1,78.1,68,58.9,50.9,38.7,31.8,27.3,23.9,21.2,18.8,16.9,15.3,14.1,13,4460
305 x 102 x 25,2,94,94,92.8,83.7,74.1,65,56.8,43.6,34.9,30.1,26.4,23.6,21.2,19.1,17.3,15.9,14.7,4460
305 x 102 x 25,2.5,94,94,94,93.4,85.1,76.6,68.4,54.3,43.4,35.6,31.5,28.3,25.7,23.5,21.7,19.9,18.3,4460
254 x 146 x 43,1,156,154,146,138,129,121,113,97.9,85.5,75.5,67.4,60.9,54.8,49.4,45,41.3,38.2,6540
254 x 146 x 43,1.13,156,156,152,145,137,129,122,107,94.1,83.3,74.4,66.9,61.1,55.9,50.9,46.7,43.2,6540
254 x 146 x 43,1.35,156,156,156,154,148,141,134,121,108,96.4,86.5,78,70.7,64.7,60.2,55.8,51.6,6540
254 x 146 x 43,1.5,156,156,156,156,154,148,142,129,116,105,94.7,85.7,77.9,71.1,65.3,61.1,57.3,6540
254 x 146 x 43,1.77,156,156,156,156,156,156,152,141,130,119,109,99.2,90.7,83.2,76.5,70.5,65.4,6540
254 x 146 x 43,2,156,156,156,156,156,156,156,150,140,129,119,110,101,93.3,86.2,79.7,73.9,6540
254 x 146 x 43,2.5,156,156,156,156,156,156,156,156,156,148,139,130,122,114,106,99.3,92.8,6540
254 x 146 x 37,1,133,131,124,116,108,100,92.6,78.8,67.6,59,52.2,46.1,40.9,36.8,33.4,30.6,28.3,5540
254 x 146 x 37,1.13,133,133,129,122,115,108,100,86.4,74.6,65,57.4,51.5,46.2,41.6,37.8,34.6,32,5540
254 x 146 x 37,1.35,133,133,133,130,125,118,111,98.1,86,75.6,66.9,59.6,53.9,49.6,45.1,41.4,38.2,5540
254 x 146 x 37,1.5,133,133,133,133,130,124,118,105,93.3,82.6,73.4,65.6,58.9,53.9,50,46,42.4,5540
254 x 146 x 37,1.77,133,133,133,133,133,133,128,116,105,94.5,84.9,76.5,69.1,62.6,57,53.2,50,5540
254 x 146 x 37,2,133,133,133,133,133,133,133,124,114,104,94.1,85.4,77.6,70.7,64.6,59.2,55,5540
254 x 146 x 37,2.5,133,133,133,133,133,133,133,133,129,120,112,103,95.1,87.7,80.9,74.8,69.2,5540
254 x 146 x 31,1,108,106,99.5,92.7,85.5,78.2,71.1,58.8,49.4,42.3,36.2,31.4,27.7,24.8,22.5,20.6,19,4410
254 x 146 x 31,1.13,108,108,104,97.9,91.3,84.3,77.4,64.7,54.5,46.5,40.8,35.5,31.3,28.1,25.4,23.3,21.4,4410
254 x 146 x 31,1.35,108,108,108,105,99.3,93.2,86.8,74.2,63.2,54.2,47,41.9,37.4,33.5,30.4,27.8,25.6,4410
254 x 146 x 31,1.5,108,108,108,108,104,98.2,92.3,80.1,69,59.6,51.8,45.5,41.3,37.2,33.8,30.9,28.5,4410
254 x 146 x 31,1.77,108,108,108,108,108,106,101,89.6,78.7,68.9,60.5,53.3,47.3,43.1,39.8,36.4,33.6,4410
254 x 146 x 31,2,108,108,108,108,108,108,106,96.5,86.1,76.4,67.7,60.1,53.6,48,43.9,41,38,4410
254 x 146 x 31,2.5,108,108,108,108,108,108,108,108,99.6,90.6,82,74.1,66.9,60.6,55,50.1,45.8,4410
254 x 102 x 28,1,94.7,83.5,72.8,63.1,54.8,48.1,42.7,34.8,29.3,25.4,22.4,19.7,17.6,15.9,14.5,13.3,12.3,4000
254 x 102 x 28,1.13,97.1,88.2,78.1,68.5,60.1,53,47.1,38.1,32.3,28.1,24.8,22.2,19.8,17.9,16.4,15,13.9,4000
254 x 102 x 28,1.35,97.1,94.4,85.6,76.7,68.3,60.9,54.5,44.3,37,32.3,28.7,25.9,23.6,21.4,19.5,18,16.6,4000
254 x 102 x 28,1.5,97.1,97.1,89.8,81.5,73.4,65.9,59.3,48.6,40.5,35,31.2,28.2,25.7,23.6,21.7,20,18.5,4000
254 x 102 x 28,1.77,97.1,97.1,96.1,88.8,81.3,74.2,67.5,56.2,47.3,40.3,35.5,32.1,29.4,27.1,25.1,23.4,21.8,4000
254 x 102 x 28,2,97.1,97.1,97.1,93.9,87.1,80.3,73.8,62.4,53,45.5,39.3,35.3,32.3,29.9,27.8,25.9,24.3,4000
254 x 102 x 28,2.5,97.1,97.1,97.1,97.1,96.9,91.2,85.4,74.4,64.8,56.5,49.5,43.6,38.6,35.5,33.1,31,29.2,4000
254 x 102 x 25,1,81.5,71.3,61.3,52.3,44.9,38.9,34.2,27.4,22.9,19.7,16.9,14.8,13.2,11.9,10.9,10,9.25,3410
254 x 102 x 25,1.13,84.2,75.4,66,57.1,49.3,42.9,37.6,30.1,25.3,21.8,19.1,16.8,14.9,13.5,12.3,11.3,10.5,3410
254 x 102 x 25,1.35,84.2,81,72.6,64.2,56.3,49.5,43.7,34.7,29.1,25.2,22.3,20,17.9,16.1,14.7,13.5,12.5,3410
254 x 102 x 25,1.5,84.2,84,76.4,68.4,60.7,53.8,47.7,38.2,31.5,27.4,24.3,21.8,19.8,17.9,16.3,15,13.9,3410
254 x 102 x 25,1.77,84.2,84.2,82.1,75,67.8,60.9,54.7,44.4,36.5,31.1,27.7,25,22.7,20.9,19.3,17.7,16.4,3410
254 x 102 x 25,2,84.2,84.2,84.2,79.6,72.9,66.3,60.2,49.5,41.2,34.6,30.4,27.5,25.1,23.1,21.4,20,18.5,3410
254 x 102 x 25,2.5,84.2,84.2,84.2,84.2,81.9,76.2,70.5,59.9,50.9,43.5,37.5,32.6,29.9,27.6,25.7,24,22.5,3410
254 x 102 x 22,1,68.3,59.1,50.1,42.1,35.5,30.4,26.4,20.9,17.3,14.4,12.3,10.8,9.59,8.64,7.87,7.22,6.68,2840
254 x 102 x 22,1.13,71,62.7,54.1,46,39.1,33.5,29,23,19.1,16.3,13.9,12.2,10.8,9.77,8.89,8.16,7.55,2840
254 x 102 x 22,1.35,71.2,67.6,59.9,52,44.9,38.8,33.7,26.4,22,19,16.6,14.6,12.9,11.7,10.6,9.75,9.02,2840
254 x 102 x 22,1.5,71.2,70.3,63.2,55.7,48.6,42.3,36.9,28.7,23.9,20.6,18.2,16.2,14.4,13,11.8,10.8,10,2840
254 x 102 x 22,1.77,71.2,71.2,68.2,61.4,54.6,48.3,42.6,33.6,27.1,23.5,20.8,18.7,16.9,15.3,13.9,12.8,11.8,2840
254 x 102 x 22,2,71.2,71.2,71.2,65.5,59.1,52.9,47.2,37.7,30.5,25.8,22.9,20.6,18.7,17.2,15.7,14.4,13.4,2840
254 x 102 x 22,2.5,71.2,71.2,71.2,71.2,67.1,61.5,56,46.2,38.2,31.9,27.2,24.6,22.4,20.6,19.1,17.8,16.7,2840
203 x 133 x 30,1,86.4,83.9,79,73.8,68.7,63.6,58.7,50.2,43.5,38.2,34,30.2,26.9,24.3,22.2,20.4,18.8,2900
203 x 133 x 30,1.13,86.4,86.4,82.5,78,73.2,68.4,63.7,55.1,47.9,42.1,37.4,33.7,30.4,27.5,25,23,21.3,2900
203 x 133 x 30,1.35,86.4,86.4,86.4,83.6,79.6,75.4,71.1,62.8,55.3,48.9,43.6,39,35.4,32.7,29.9,27.5,25.4,2900
203 x 133 x 30,1.5,86.4,86.4,86.4,86.4,83.1,79.3,75.4,67.5,60.1,53.5,47.8,43,38.8,35.5,33,30.5,28.3,2900
203 x 133 x 30,1.77,86.4,86.4,86.4,86.4,86.4,85.2,81.8,74.8,67.8,61.2,55.3,50.1,45.4,41.4,37.8,35.2,33.1,2900
203 x 133 x 30,2,86.4,86.4,86.4,86.4,86.4,86.4,86.3,80,73.5,67.2,61.3,55.9,51,46.7,42.8,39.4,36.4,2900
203 x 133 x 30,2.5,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,83.6,78.1,72.6,67.4,62.4,57.8,53.5,49.6,46,2900
203 x 133 x 25,1,71,68.5,64.1,59.4,54.6,49.8,45.3,37.8,32,27.7,24,20.9,18.6,16.7,15.2,14,12.9,2340
203 x 133 x 25,1.13,71,71,67.1,62.9,58.4,53.9,49.4,41.6,35.4,30.5,27,23.7,21,18.9,17.2,15.8,14.6,2340
203 x 133 x 25,1.35,71,71,71,67.7,63.9,59.8,55.7,47.8,41.1,35.5,31.1,27.9,25.1,22.6,20.6,18.9,17.4,2340
203 x 133 x 25,1.5,71,71,71,70.4,67,63.2,59.3,51.7,44.8,39,34.2,30.3,27.6,25.1,22.9,21,19.4,2340
203 x 133 x 25,1.77,71,71,71,71,71,68.4,65,58,51.2,45.2,40,35.5,31.7,28.9,26.9,24.7,22.9,2340
203 x 133 x 25,2,71,71,71,71,71,71,68.9,62.5,56.1,50.1,44.7,40,35.9,32.4,29.5,27.6,25.8,2340
203 x 133 x 25,2.5,71,71,71,71,71,71,71,70.4,65,59.4,54.1,49.2,44.8,40.8,37.3,34.1,31.3,2340
203 x 102 x 23,1,63.7,58.7,53.5,48.3,43.3,38.8,35,29,24.7,20.9,18.1,16,14.3,12.9,11.8,10.9,10.1,2100
203 x 102 x 23,1.13,64.4,61.4,56.7,51.8,47,42.5,38.5,32,27.1,23.7,20.5,18,16.1,14.6,13.3,12.3,11.4,2100
203 x 102 x 23,1.35,64.4,64.4,61.2,56.9,52.5,48.2,44.2,37.2,31.6,27.3,24.3,21.5,19.3,17.4,15.9,14.7,13.6,2100
203 x 102 x 23,1.5,64.4,64.4,63.6,59.8,55.8,51.7,47.7,40.6,34.8,30,26.4,23.9,21.4,19.4,17.7,16.3,15.1,2100
203 x 102 x 23,1.77,64.4,64.4,64.4,64.1,60.6,57,53.3,46.4,40.3,35.1,30.8,27.2,25,22.9,20.9,19.2,17.8,2100
203 x 102 x 23,2,64.4,64.4,64.4,64.4,64,60.8,57.4,50.8,44.7,39.4,34.8,30.8,27.5,25.4,23.6,21.7,20.1,2100
203 x 102 x 23,2.5,64.4,64.4,64.4,64.4,64.4,64.4,64.4,58.9,53.2,47.9,43,38.7,34.9,31.5,28.6,26.4,24.9,2100
178 x 102 x 19,1,46.6,42.9,39.1,35.2,31.6,28.3,25.5,21.1,17.9,15.2,13.1,11.6,10.3,9.36,8.55,7.87,7.29,1360
178 x 102 x 19,1.13,47,44.9,41.4,37.8,34.3,31,28.1,23.3,19.7,17.2,14.8,13.1,11.7,10.6,9.66,8.89,8.24,1360
178 x 102 x 19,1.35,47,47,44.7,41.6,38.3,35.2,32.2,27,23,19.8,17.7,15.6,14,12.6,11.5,10.6,9.84,1360
178 x 102 x 19,1.5,47,47,46.5,43.7,40.7,37.7,34.8,29.5,25.3,21.8,19.2,17.3,15.5,14,12.8,11.8,10.9,1360
178 x 102 x 19,1.77,47,47,47,46.8,44.3,41.6,38.9,33.8,29.3,25.5,22.3,19.8,18.1,16.6,15.1,13.9,12.9,1360
178 x 102 x 19,2,47,47,47,47,46.7,44.4,41.9,37,32.5,28.6,25.2,22.4,19.9,18.5,17.1,15.7,14.6,1360
178 x 102 x 19,2.5,47,47,47,47,47,47,47,42.9,38.7,34.8,31.2,28.1,25.3,22.8,20.7,19.2,18.1,1360
152 x 89 x 16,1,32.9,30,27.2,24.4,21.9,19.7,17.8,14.9,12.7,10.8,9.38,8.3,7.44,6.74,6.17,5.68,5.27,834
152 x 89 x 16,1.13,33.8,31.5,28.9,26.3,23.8,21.6,19.6,16.4,14,12.2,10.6,9.38,8.41,7.62,6.97,6.42,5.96,834
152 x 89 x 16,1.35,33.8,33.6,31.4,29.1,26.8,24.6,22.5,19,16.3,14.1,12.7,11.2,10,9.1,8.33,7.67,7.11,834
152 x 89 x 16,1.5,33.8,33.8,32.8,30.7,28.5,26.4,24.4,20.8,17.9,15.5,13.7,12.4,11.2,10.1,9.25,8.53,7.91,834
152 x 89 x 16,1.77,33.8,33.8,33.8,33,31.2,29.3,27.4,23.9,20.8,18.2,16,14.2,13,11.9,10.9,10.1,9.33,834
152 x 89 x 16,2,33.8,33.8,33.8,33.8,33,31.3,29.6,26.2,23.1,20.4,18,16,14.3,13.3,12.3,11.4,10.5,834
152 x 89 x 16,2.5,33.8,33.8,33.8,33.8,33.8,33.8,33.4,30.5,27.6,24.8,22.4,20.1,18.2,16.5,14.9,13.8,13.1,834
127 x 76 x 13,1,22.1,20,18.1,16.3,14.7,13.3,12.1,10.2,8.77,7.5,6.53,5.79,5.2,4.72,4.32,3.99,3.7,473
127 x 76 x 13,1.13,22.9,21.1,19.3,17.6,16,14.6,13.3,11.2,9.64,8.47,7.38,6.54,5.88,5.33,4.88,4.5,4.18,473
127 x 76 x 13,1.35,23.2,22.6,21.1,19.5,18,16.6,15.3,13,11.2,9.77,8.78,7.82,7.02,6.37,5.84,5.38,4.99,473
127 x 76 x 13,1.5,23.2,23.2,22.1,20.7,19.2,17.9,16.6,14.3,12.3,10.8,9.53,8.67,7.8,7.08,6.48,5.98,5.55,473
127 x 76 x 13,1.77,23.2,23.2,23.2,22.3,21.1,19.9,18.6,16.3,14.3,12.6,11.1,9.88,9.08,8.36,7.65,7.06,6.55,473
127 x 76 x 13,2,23.2,23.2,23.2,23.2,22.4,21.3,20.1,17.9,15.9,14.1,12.5,11.2,10,9.26,8.64,7.97,7.4,473
127 x 76 x 13,2.5,23.2,23.2,23.2,23.2,23.2,23.2,22.8,20.9,19,17.2,15.5,14,12.7,11.5,10.5,9.66,9.11,473
